"id","pokemon_ability_id","effect","language","short_effect"
180,86,"Each stage of this Pokémon's stat modifiers acts as two stages.  These doubled stages are still limited to a minimum of -6 and a maximum of 6.

This Pokémon can still accumulate less than -3 or more than 3 stages of stat modifiers, even though the extra ones have no effect after doubling.",en,Doubles the Pokémon's stat modifiers.  These doubled modifiers are still capped at -6 or 6 stages.
173,87,"Pokémon mit dieser Fähigkeit nehmen 1/8 ihrer maximalen hp Schaden nach jeder Runde mit starkem Sonnenlicht, aber sie heilen 1/8 ihrer maximalen hp nach jeder Runde in der es regnet. Sie nehmen außerdem 1,25× so viel Schaden von fire Attacken, absorbieren aber dafür water Attacken und heilen dabei 1/4 ihrer maximalen hp.",de,"Erleidet 1/8 der max hp Schaden während starkem Sonnenlicht, aber heilt 1/8 der max hp während rain. Erhöht den erhaltenen Schaden durch fire Attacken um 25%, aber absorbiert water Attacken, und heilt dabei 1/4 der max hp."
182,87,"This Pokémon takes 1/8 of its maximum HP in damage after each turn during strong sunlight, but it heals for 1/8 of its HP each turn during rain.  This Pokémon takes 1.25× as much damage from fire-type moves, but whenever a water move hits it, it heals for 1/4 its maximum HP instead.",en,"Causes 1/8 max HP in damage each turn during strong sunlight, but heals for 1/8 max HP during rain.  Increases damage from fire moves to 1.25×, but absorbs water moves, healing for 1/4 max HP."
174,88,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, wird sein attack oder special attack um 1 Stufe erhöht, je nachdem, welcher Verteidigungswert des Gegners niedriger ist. Bei Gleichstand wird der special attack erhöht.

Die Fähigkeit löst auch aus, wenn sie während des Kampfes erlangt wird.",de,Erhöht den Angriffswert entsprechend des schwächeren Verteidigungswerts um 1 Stufe beim Betreten des Kampfs.
181,88,"When this Pokémon enters battle, its Attack or Special Attack, whichever corresponds to its opponents' weaker total defensive stat, rises one stage.  In the event of a tie, Special Attack is raised.

This ability also takes effect when acquired during a battle.",en,Raises the attack stat corresponding to the opponents' weaker defense one stage upon entering battle.
175,89,"Die schlagbasierten Attacken von Pokémon mit dieser Fähigkeit, haben 1,2× so viel Stärke.

sucker punch ist nicht schlagbasiert, der Japanische Name bedeutet ""Überaschungsangriff"".",de,Verstärkt schlagbasierte Attacken um 20%.
183,89,"Moves flagged as being punch-based have 1.2× their base power for this Pokémon.

sucker punch is not flagged as punch-based; its original, Japanese name only means ""surprise attack"".",en,Strengthens punch-based moves to 1.2× their power.
176,90,"Wenn ein Pokémon mit dieser Fähigkeit vergiftet ist, erhält es anstatt Schaden zu erleiden 1/8 seiner maximalen hp nach jeder Runde. Das gilt auch für schwere poison.",de,Heilt jede Runde 1/8 der max hp wenn vergiftet.
179,90,"If this Pokémon is poisoned, it will heal for 1/8 of its maximum HP after each turn rather than taking damage.  This includes bad poison.",en,Heals for 1/8 max HP after each turn when poisoned in place of damage.
177,91,"Pokémon mit dieser Fähigkeit verursachen 2× so viel Schaden, wenn die Attacke dem Typ des Pokémon gleicht, anstatt dem üblichen STAB von 1,5×.",de,"Erhöht den STAB von 1,5× auf 2×."
187,91,"This Pokémon inflicts twice as much damage with moves whose types match its own, rather than the usual same-type attack bonus of 1.5×.",en,Increases the same-type attack bonus from 1.5× to 2×.
184,92,Mehrfach treffende Attacken wie icicle spear von Pokémon mit dieser Fähigkeit treffen immer mit der höchsten Anzahl (meistens 5x mal). Außerdem wird die Genauigkeit von triple kick zweiten und dritten Treffer nicht überprüft.,de,Erweitert mehrfach treffende Attacken wie triple kick zu ihrer vollen Länge.
190,92,"This Pokémon always hits five times with two-to-five-hit moves, such as icicle spear.  It also bypasses the accuracy checks on triple kick's second and third hits.",en,Extends two-to-five-hit moves and triple kick to their full length every time.
185,93,Pokémon mit dieser Fähigkeit werden am Ende jeder Runde von major status ailment geheilt wenn es regnet.,de,Heilt jede Runde eine major status ailment wenn es regnet.
191,93,This Pokémon is cured of any major status ailment after each turn during rain.,en,Cures any major status ailment after each turn during rain.
186,94,"Während starkem Sonnenlicht, wird der special attack von Pokémon mit dieser Fähigkeit um 50% erhöht, dafür erleidet es 1/8 seiner maximalen hp Schaden am Ende der Runde.",de,Erhöht den special attack um 50% aber zieht jede Runde 1/8 der max hp ab während starkem Sonnenlicht.
192,94,"During strong sunlight, this Pokémon has 1.5× its Special Attack but takes 1/8 of its maximum HP in damage after each turn.",en,Increases Special Attack to 1.5× but costs 1/8 max HP after each turn during strong sunlight.
188,95,"Wenn ein Pokémon mit dieser Fähigkeit unter einer major status ailment leidet, hat es 1,5× so viel speed wie sonst. Die speed des Pokémon wird nicht halbiert, wenn es paralysiert ist.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen wilde Pokémon nur halb so oft auf.",de,Erhöht die speed um 50% wenn das Pokémon an einer major status ailment leidet.
197,95,"Whenever this Pokémon has a major status ailment, it has 1.5× its Speed.  This Pokémon is not affected by the usual Speed cut from paralysis.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved.",en,Increases Speed to 1.5× with a major status ailment.
189,96,"Attacken von Pokémon mit dieser Fähigkeit agieren alle als normal Attacken.

Attacken die typenlosen Schaden verursachen werden nicht beeinflusst. Attacken mit variablen Typ, so wie hidden power, werden beeinflusst. Sie funktionieren sonst wie üblich, aber z.B. weather ball wird immer vom Typ normal sein, aber es sieht trotzdem anders aus und hat doppelte Stärke bei Wettereffekten.

So wie thunder wave durch Immunitäten verhindert wird, anders als die meisten Attacken ohne Schaden, werden ghost Pokémon nicht beeinflusst vom Effekt dieser Fähigkeit.",de,Attacken des Pokémon werden alle zu normal Attacken.
198,96,"This Pokémon's moves all act as if they were normal-type.

Moves that inflict typeless damage do so as usual.  Moves of variable type, such as hidden power, are affected.  They otherwise work as usual, however; weather ball, for example, is always forced to be Normal, but it still has doubled power and looks different during weather.

As thunder wave is prevented by immunities, unlike most non-damaging moves, it does not affect ghost-type Pokémon under the effect of this ability.",en,Makes the Pokémon's moves all act normal-type.
193,97,Pokémon mit dieser Fähigkeit verursachen bei kritischen Treffern 3× so viel Schaden anstatt 2× wie sonst.,de,"Verstärkt kritische Treffer, so dass sie 3× so viel Schaden verursachen anstatt 2×."
199,97,"This Pokémon inflicts triple damage with critical hits, rather than the usual double damage.",en,Strengthens critical hits to inflict 3× damage rather than 2×.
194,98,"Pokémon mit dieser Fähigkeit sind immun gegen alle Schäden die nicht direkt von Attacken verursacht werden.

Zum Beispiel nimmt ein Pokémon mit dieser Fähigkeit keinen Schaden durch Wettereffekte, Rückstoß, status ailments oder spikes, aber es leidet trotzdem unter dem Angriffsverlust durch burn. Ein life orb verstärkt die Attacken des Pokémons ohne ihm zu schaden. Alles was direkt von solchem Schaden abhängt hat ebenfalls keinen Effekt. leech seed z.B. wird weder das Pokémon mit dieser Fähigkeit verletzen, noch wird der Gegner geheilt und Gegner die eine jaboca berry oder eine rowap berry tragen werden diese nicht verbrauchen wenn sie von diesem Pokémon getroffen werden.

Die folgenden Attacken sind nicht betroffen: struggle, pain split (egal ob von dem oder gegen das Pokémon benutzt), belly drum, substitute, curse, Attacken die den Anwender ausknocken sowie Schaden durch confusion.

Pokémon mit dieser Fähigkeit werden durhc weder hp verlieren noch dazugewinnen wenn sie hp von einem Pokémon mit liquid ooze absaugen.

Wenn das Pokémon schwer vergiftet wurde, wird der Vergiftungstimer trotzdem jede Runde erhöht. Verliert das Pokémon die Fähigkeit wird es so viel Schaden verlieren wie es ohne die Fähigkeit verlieren würde.",de,Schützt vor jeglichem Schaden der nicht direkt von Attacken verursacht wird.
203,98,"This Pokémon is immune to damage not directly caused by a move.

For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it.  Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon.

The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion.

This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze.

If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn.",en,Protects against damage not directly caused by a move.
195,99,"Attacken die gegen ein oder von einem Pokémon mit dieser Fähigkeit eingesetzt werden treffen immer.

K.O.-Attacken sind davon nicht betroffen. Attacken die von der Fähigkeit beeinflusst werden können auch in Vorbereitungsrunden von dig oder fly treffen.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal.",de,Stellt sicher das Attacken die von dem oder gegen das Pokémon eingesetzt werden treffen.
201,99,"Moves used by or against this Pokémon never miss.

One-hit KO moves are unaffected.  Moves affected by this ability can hit Pokémon during the preparation turn of moves like dig or fly.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled.",en,Ensures all moves used by and against the Pokémon hit.
196,100,"Attacken dieses Pokémon kommen zu letzt ohne dabei die Prioritäten der Attacken zu umgehen.

Mehrere Pokémon mit dieser Fähigkeit greifen in Reihenfolge ihrer speed an.

full incense und lagging tail erhalten den Vortritt zur Fähigkeit, was bedeutet, dass Pokémon mit diesen Items nach Pokémon mit dieser Fähigkeit agieren. Pokémon mit dieser Fähigkeit und eines der Items werden nur so viel verzögert, als hätten sie nur das Item.

Diese Fähigkeit funktioniert normal während trick room, Pokémon mit dieser Fähigkeit greifen in umgekehrter Reihenfolge der speed nach den Pokémon ohne die Fähigkeit an.",de,Lässt das Pokémon als letztes angreifen innerhalb des Prioritätsspielraums der Attacken
202,100,"This Pokémon moves last within its priority bracket.

Multiple Pokémon with this ability move in order of Speed amongst themselves.

The full incense and lagging tail take precedence over this ability; that is, Pokémon with these items move after Pokémon with this ability.  Pokémon with both this ability and one of these items are delayed as much as if they had only the item.

This ability works as usual during trick room: Pokémon with this ability will move in reverse order of Speed after Pokémon without it.",en,Makes the Pokémon move last within its move's priority bracket.
